Company Name,Factory Address,Principal Exportable Product
Todays Fashion Ltd.,"Vill: Khartoil, P.O: Sataish,
Gazipur
Tongi","Shirts
											 ,Pants											,Jackets"
Toha Knit Fashion Ltd.,"A/7, (1st Floor) BSCIC I/A, Shasongaon, Enayetnagar
Narayanganj
Fatullah","T-Shirts
											 ,Polo Shirts"
Tokio Mode Limited,"98/173, Chaydana, National University
Gazipur","Jackets
											 ,Underwears											,T-Shirts											,Polo Shirts"
N/A,N/A,N/A
Top Jeans Ltd.,"618, Atipara, Uttarkhan
Dhaka
Uttara","Shirts
											 ,Pants"
Top Star Fashions Ltd.,"N/224, Nazma Ahmed Complex,
Chittagong
Dewanhat","Shorts
											 ,Pants"
N/A,N/A,N/A
Top Style Sweater Ltd.,"Vogra, Bashon Sarak,
Gazipur
Gazipur Sadar",Sweaters
Top Tex Sweaters Ltd.,"Dhonaid, Norshingpur, Ashulia
Dhaka
Dhaka",Sweaters
Topaz Dresses Ltd.,"Shang-Singhardhigi, Mawna
Gazipur
Gazipur","Shirts
											 ,Trousers											,Pants											,Polo Shirt"
Topaz Garments Ltd.,"240, Tejgaon I/A,
Dhaka
Tejgaon","Shirts
											 ,Boy's Shirts"
Topman Fashion Wears Ltd.,"724/2, D.T. Road,
Chittagong
Mansurabad","Jackets
											 ,Overalls											,Pants"
Tops N Bottoms Ltd.,"1, Mill Gate,
Gazipur
Tongi","Shirts
											 ,Pants"
N/A,N/A,N/A
Torque Fashions Ltd.,"Paragram, Ashulia Bazar, Ashulia, Dhaka
Ashulia
Dhaka","Denim Jackets
											 ,Pants											,Cargo Trousers"
Tory Fashion Wear Ltd.,"Dug # 439, Dhour, Turag
Dhaka
Uttara","Shirts
											 ,Jackets											,T-Shirts											,Polo Shirts"
Tosrifa Indutries Ltd.,"Plot # 49-57, 135, Gopalpur, Monnunagar
Gazipur
B. Baria","T-Shirts
											 ,Polo Shirts											,Jackets"
Tosy Knit Fabrics Ltd.,"Sahara Super Market, BSCIC Road
Gazipur
Tongi","Jackets
											 ,T-Shirts											,Polo Shirts											,Tank Tops"
Total Fashion Ltd.,"Kamtal, Nangal Bandh, Barpara
Narayanganj
Bandar","T-Shirts
											 ,Polo Shirts											,Tank Top											,Fleece Jacket"
Total Socks Inds Ltd.,"B-39, BSCIC Shilpanagari, Kanchpur
Narayanganj
Kanchpur",Socks
Total Textile Ltd.,"Khapara, Auchpara
Gazipur
Tongi","Shirts
											 ,Pants											,T-Shirts"
Towel Tex Limited,"Chandona, Kaliakoir, Gazipur
Gazipur
Dhaka",Towels
Toyo Composite Knit Garments Ltd.,"Sardar Complex (2nd & 3rd Floor), 1, South Kamalapur
Dhaka
Kamalapur","T-Shirts
											 ,Jogging Suits											,Sweat Shirts											,Polo Shirts"
N/A,N/A,N/A
Trade Fashions Industries Ltd.,"81, Mazar Road, 1st Colony,
Dhaka
Mirpur","Sweaters
											 ,Pullovers											,Cardigans											,Jackets"
N/A,N/A,N/A
Trade Sweater Factory Ltd.,"Satmosjid Super Market (4th Floor), Holding No-GA, Block # D
Dhaka
Mohammadpur","Sweaters
											 ,Cardigans											,Poncho"
Trade Wind Sweaters Ltd.,"Konabari Plaza (4th & 5th Floor), Nilnagar
Gazipur
B. Baria","Sweaters
											 ,Jersey											,Cardigans											,Pullovers"
Tradefare Gloves Ltd.,"Choydana, K.B. Bazar
Gazipur
Board Bazar",Hand Gloves
N/A,N/A,N/A
Tradescan Fashionwear Limited,"1363/A, Askarabad,
Chittagong","Jackets
											 ,Pants											,Swim Trunks											,Dresses"
Tradescan Ltd.(Garments Div.),"1248, D.T Road,
Chittagong
Dhanialapara","Jackets
											 ,Pants"
Trans World Sweaters Ltd.,"Plot # 317, Bahadurpur, Bhawal Mirzapur, Rajendrapur (Bangla Bazar)
Gazipur
Gazipur","Shirt
											 ,Pant											,Jacket											,Shorts"
Trasco Apparels Ltd.,"47/8, B.B. Road Azahar Super Market,
Narayanganj","Polo Shirts,
											 ,Pyjama Sets,											,Basic T-Shirts"
N/A,N/A,N/A
Trend Force Garments (BD) Ltd.,"Plot # 491 Nawjor, Baypasmor, Pokadd Bazar
Gazipur
Gazipur",Sweaters
N/A,N/A,N/A
Trendy Outerwear Ltd.,"Belma,
Dhaka
Ashulia","Shirts
											 ,Pants"
N/A,N/A,N/A
N/A,N/A,N/A
Tricot Fashion Ltd.,"Lamapara, Kutubail,
Narayanganj
Fatullah","T-Shirts
											 ,Polo Shirts"
Tricotex (Pvt) Ltd.,"92/1, Senpara Parbata, Section # 10
Dhaka
Mirpur","Sweaters
											 ,Pullovers											,Cardigans"
Tricotex Sweaters Ltd.,"Naoujoor, Tangail Road, Chandana Chowrasta
Gazipur
Chandona","Sweaters
											 ,Pullovers											,Cardigans"
Triple Seven Apparels Ltd.,"Sujat Plaza-2 (3rd - 5th Floor), Sujat Nagar, Pallabi
Dhaka
Mirpur","Shirts
											 ,Blouses											,Pants											,Polo Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
Tropica Garments Ltd.,"63, Mohakhali C/A,
Dhaka
Mohakhali","Shirts
											 ,Pants											,Skirts"
Tropical Knitex Ltd.,"Chandona,
Gazipur
Kaliakoir","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
Trouser Line Ltd.,"Toyebpur, Ashulia
Dhaka
Dhaka","Shirts
											 ,Jackets											,Pants"
Trouser World (Pvt) Ltd.,"Plot # 640, Kunia,
Gazipur
Gazipur","Jackets
											 ,Ladies Dress											,Pants											,Skirts"
Trust Knitwear Inds. Ltd.,"Indrapur Road, Bhabanipur
Gazipur
Gazipur","Ladies Dress
											 ,Polo Shirts											,T-Shirts											,Tank Tops"
Trust Trouser Ltd.,"Sultan Mansion (4th Floor), 3, Sujat Nagar, Section # 12
Dhaka
Mirpur","Jackets
											 ,Track Suits											,Trousers											,Jogging Suits"
Trybe Fashions Ltd.,"142, Board Bazar, Gacha, National University
Gazipur","Ladies Fasion Wears
											 ,Suits											,Girls Dress											,Skirts"
TRZ Garments Industry Ltd.,"Gacha Road, Gacha
Gazipur
Gazipur Sadar","Jackets
											 ,Bib Overalls											,Rain Wears											,Rompers"
TS Apparels Ltd.,"Kanupukur Star Building (2nd Floor), 1731, Mostafa Hakim College Road, North Kattali
Chittagong
Pahartali","Shirts
											 ,Pants											,T-Shirts											,Polo Shirts"
TS Casual Wear Limited,"50, Begum Rokeya Sarani, Shewrapara
Dhaka
B. Baria","Sweaters
											 ,Pullovers											,Cardigans"
Tsim's Company Bangladesh Ltd.,"Road # 4, South Halishahar,
Chittagong
CEPZ","Hats
											 ,Hand Gloves											,Scarf"
TSR Apparels Ltd.,"House # 42, Road # 2, Block - E, Ward # 6
Dhaka
Dhaka","Shirts
											 ,Blouse											,Trousers											,Shorts"
Ttex Knitwear Ltd.,"Yearpur Road, Zerabo Bazar, Ashulia
Dhaka
Savar","T- Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
Tuba Fashion Ltd.,"Dag # 1680, 1683,  Ananda Nagar,, Marul Badda,
Dhaka
Badda","T-Shirts
											 ,Fleece Jackets											,Polo Shirts"
Tuba Garments Ltd.,"Plot # 1682, Anandanagar, Merul Badda
Dhaka
Badda",
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
Tulaga Sweater Ltd.,"Plot # A/8-9, BSCIC
Gazipur
Gazipur",Sweaters
Tulagaon Fashions Ltd.,"Jarun,
Gazipur
Konabari","Jackets
											 ,Pants											,Shorts"
N/A,N/A,N/A
Tulip Sweater Ltd.,"Naljani, Chandona Chowrasta
Gazipur
B. Baria",Sweater
N/A,N/A,N/A
Tung Hai Knitting & Dyeing Ltd.,"Shibrampur,
Gazipur
Zirani",Sweaters
Tung Hai Sweaters Ltd.,"30/2, Darussalam Road, Inds. Plot # 2C/1-B, Sec # 1
Dhaka
Mirpur",Sweaters
Tunic Apparels Ltd.,"Plot # M-4/3, Road # 7
Section # 7, Pallabi
Mirpur
Dhaka","Jackets
											 ,Blouses											,Pants"
Tunic Fashions Ltd.,"Shilpa .Plot # M/2, Main Road # 1, Section # 14
Dhaka
Mirpur","Uniforms
											 ,Trousers											,Overalls"
Tunic Sportswear Ltd.,"10, Hobir Bari, Union Parishad
Mymensingh
Valuka","Shirts
											 ,Pants"
Turbo Knit Wear Ltd.,"91, Sher-e-Bangla Road, Rayer Bazar
Dhaka
Dhanmondi","Shirts
											 ,Trousers											,Knit Item"
Turjo Apparels Ltd.,"Plot # 35, Avenue # 1, Block - B, Section # 10
Dhaka
Mirpur","Jackets
											 ,Overalls											,Pants											,Rompers"
Tusuka Apparels Ltd.,"40/4, 40/5, Hazrat Shahjalal Road, Shataish, Tongi, Gazipur
Gazipur
Gazipur","Boy's Jackets
											 ,Boy's Trousers											,Denim Pants"
Tusuka Denim Ltd.,"Neelnagar,
Gazipur
Konabari","Shirts
											 ,Pants"
Tusuka Fashions Ltd.,"Plot # 10, Block - B, Tongi I/A
Gazipur
Tongi","Denim Pants
											 ,Boy's Trousers											,Men's 5 Pkt											,Boy's Jackets"
Tusuka Jeans Limited,"Neelnagar,
Gazipur
Konabari","Denim Pants
											 ,Boy's Trousers											,Boy's Jackets"
Tusuka Processing Ltd.,"Neelnagar,
Gazipur
Konabari","Denim Pants
											 ,Boy's Trousers											,Boy's Jackets											,Men's 5 Pockets"
Tusuka Trousers Ltd.,"Neelnagar,
Gazipur
Konabari","Denim Pants
											 ,Boy's Trousers											,Boy's Jackets											,Men's 5 Pockets"
Tusuka Washing Ltd.,"Neelnagar,
Gazipur
Konabari","Shirts
											 ,Pants"
N/A,N/A,N/A
U.S. Garments Inds. Ltd.,"75, Agrabadh Ba/A,
Chittagong
Double Mooring","Dresses
											 ,Jogging suits"
N/A,N/A,N/A
Udayan Garments (Pvt.) Ltd.,"98, Muradpur,
Chittagong
Muradpur","Shirts
											 ,Jackets											,Shorts"
UHM Ltd.,"Plot # 240-243 & 255, Adamjee EPZ
Narayanganj
Narayangonj","T-Shirts
											 ,Polo Shirts											,Tank Top											,Panth"
UKN Apparels Ltd.,"Enayatnagar, Godnalie
Narayanganj
Siddirganj","T-Shirts
											 ,Polo Shirts											,Tank Tops"
Ultimate Fashions Ltd.,"Gouripur, Ashulia
Dhaka
Savar","Shirts
											 ,Jackets											,Trousers											,Pants"
N/A,N/A,N/A
Ultra Design & Fashions Ltd.,"South Pahartoli, Ward # 1, Fatehabad
Chittagong
Hathazari","Jackets
											 ,Shorts											,Pants											,Boxers"
N/A,N/A,N/A
N/A,N/A,N/A
Uni Fashion Ltd.,"BRTC Bus Depo. Bldg., Nutanpara
Chittagong
Hathazari Road","Panties
											 ,Undershirts											,Boxer"
Uni Garments Ltd.,"80, Nasirabad I/A, P.O-Baizid Bostami Road
Chittagong","Briefs
											 ,Panties											,Cami Sole"
Uni Gears Ltd.,"Badsha Miah School Road, Khailkur
Gazipur
Gazipur","Jackets
											 ,Trousers											,Pants											,T-Shirts"
Uni World BD Ltd.,"Angerdha, Moggy, Jagla, Dag # 803,812, Magura Sadar
Magura
Magura","T-Shirts
											 ,Pants"
Unibra Wear Ltd.,"80, Nasirabad I/A,
Chittagong","Brassieres
											 ,Boxer Shorts											,Cami											,Polo Shirts"
Unicorn Sweaters Ltd.,"Gorat, Navana Village, Ashulia, Savar
Dhaka
Dhaka",Sweaters
Uniform Textile Ltd.,"Tamanna Complex, CB-288, Kachukhet
Dhaka
Cantonment","Shirts
											 ,Pants											,Trousers"
Unilliance Textiles Ltd.,"South Bangnaahati,
Gazipur
Sreepur","Bed Linen
											 ,Window Furnishing											,Sofa & Table Linen											,Roller Blind"
Unimas Sportswear Ltd.,"Baghbari, Gazipur Sadar
Gazipur Bangladesh
Gazipur","Sportswear
											 ,Jersey"
N/A,N/A,N/A
Union Apparel Ltd.,"110, (13 Old), New Chashara,
Narayanganj
Chashara","T-Shirts
											 ,Polo Shirts											,Ladies Tops"
Union Garments Ltd.,"MC Bazar, Shishu palli plus Road, Village-Muliad, P.O: Tengra
Gazipur
B. Baria","Shirts
											 ,Blouses											,Payjama"
Union Knit Wear Ltd.,"MC Bazar, Shishu palli plus Road,, Village- Mulaid, PO: tengra
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Tank Top"
Union Knitting & Dyeing Ltd.,"42 & 44, Baro Rangamatia, Ziroba
Dhaka
Savar","Shorts
											 ,Polo Shirts"
Union Sportswear Ltd.,"116, Pagar-Morkun, Pagar
Gazipur
Gazipur","Trouser
											 ,Shirt											,Jacket											,Overall"
N/A,N/A,N/A
Unisense Apparels Ltd.,"House # 104, Flat # 2A, Masjid Road, Old DOHS
Dhaka
Dhaka","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
Unitech Fashions Ltd.,"Plot # 96, Block # D, Road # 1, Section # 2
Dhaka
Mirpur","Shirts
											 ,Denim Pants											,Trousers"
United Apparels Industry Ltd.,"House # 65 (Dag # 244/249), Satarkul Road, G.M. Bari
Dhaka
Badda","Shirts
											 ,Blouses											,Children Shirts"
United Fashion (BD) Ltd.,"Hossin Complex, South Hali-shahar, Airport Road
Chittagong","Jackets
											 ,Pants"
United Fashion Trousers Ltd.,"Choydana,
Gazipur
Gazipur","Shorts
											 ,Trousers"
N/A,N/A,N/A
N/A,N/A,N/A
United Shirts Ltd.,"1/1, Ring Road,
Dhaka
Shamoli","Shirts
											 ,Blouses											,Trousers											,Pajama sets"
United Trousers Ltd.,"House # 20, Bangabandhu Road, Gouripur, Ashulia
Dhaka
Savar","Pant
											 ,Shirts"
Unitex Attires Ltd.,"656, DT Road,
Chittagong
Kadamtali","Boxer
											 ,T-Shirts											,Panties"
N/A,N/A,N/A
Unitrade Fashions Ltd.,"430/1, Tejgaon 1/A,
Dhaka
Tejgaon","Shirts
											 ,Ladies Blouses											,Pajama											,Shorts"
Unity Fabric Inds. Ltd.,"Bahadurpur, Mirzapur Bazar
Tangail
Mirzapur","T-Shirts
											 ,Polo Shirts											,Fleece Jackets											,Pajama Sets"
Unity Fashions Ltd.,"190/A, Sheikh Mujib Road,
Chittagong
Chittagong","T-Shirts
											 ,Polo Shirts											,Panties											,Boxers"
Unity Industrial (BD) Ltd.,"Mir Hansion, Raja Khali Road
Chittagong
Chaktai","Sweaters
											 ,Cardigans											,Pullovers"
Unity Sweaters Ltd.,"Ambagh,
Gazipur
Konabari",Sweater
Universal Apparels Ltd.,"Ka-76, Joarshara Bazaar,
Dhaka
Vatara","Shirts
											 ,Pants"
N/A,N/A,N/A
Universal Jeans Ltd.,"Plot # 9 - 11, Sector # 6/A
Chittagong
CEPZ","Trousers
											 ,Jackets											,Skirts											,Bermuda"
Universal Menswear Ltd.,"Plot # 234-238 & 252-254, Adamjee EPZ
Narayanganj
Siddirgonj","Shirts
											 ,Pants"
Universal Sweater Ltd.,"145, Baizid Bostami Road,
Chittagong
Nasirabad","Sweaters
											 ,Cardigans											,Pullovers"
N/A,N/A,N/A
Univogue Garments Co. Ltd.,"Plot # 1-5, Sector 1/A
Chittagong
CEPZ","Jackets
											 ,Pants"
Univogue Garments Co. Ltd. Unit-II,"Plot # 182, Section # 1
Chittagong
CEPZ","Shirts
											 ,Jackets"
Univogue Garments Co. Ltd. Unit-III,"Plot # 1 & 2, Section # 1,
Chittagong
CEPZ",Jackets
Update Apparels Ltd.,"Cha-87/C, Progati Sarani, Fuji Trade Centre, North Badda
Dhaka
Badda","Shirts
											 ,Pants											,Overalls											,Skirts"
Update Fashions Ltd.,"227 (New) 331 (Old) Outer Circular Road,
Dhaka
Mogbazar","Shirts
											 ,Pants											,Overalls											,Skirts"
Upoma Knit Fashion Ltd.,"Plot # 2,(1st Floor) Road # 4, Block # B, Section # 2
Dhaka
Mirpur","T-Shirts
											 ,Pants"
Uranus Apparel (Pvt.) Ltd.,"2/13, Pallabi,
Dhaka
Mirpur","Shirts
											 ,Pants											,Shorts											,Trousers"
Uranus Apparels Ltd.,"South Salimpur, Jafarabad-4317, Fouzderhat I/A., Near city Gate (Opposite National Cotton Mill)
Chittagong
Chittagong","Shorts
											 ,Jacket											,Trousers											,Skirt"
Urmi Garments Ltd.,"8/1, Staff Quarter Road, Dailla, Demra, Dhaka-1361
Dhaka
Dhaka","Jackets
											 ,Ladies Dress											,Kids Wears"
N/A,N/A,N/A
Utah Fashions Ltd.,"South Salna, Salna Bazar,
Gazipur
Gazipur","Knit-children Tops
											 ,Knit-Ladies Tops											,Knit-Tops & Bottoms											,Woven- Bottom/tops"
N/A,N/A,N/A
Utah Knitting & Dyeing Ltd. (G-D),"Bokran Monipur, Bhabanipur
Gazipur
Gazipur","Knit-Children Tops
											 ,Knit Ladies Tops											,Knit- Tops & Bottom											,Woven Bottom"
N/A,N/A,N/A
U-Tex Design Ltd.,"Plot # 1, Mohora I/A, Bhir Signal
Chittagong
Kalurghat","Shirts
											 ,Pants											,Knit Items"
N/A,N/A,N/A
N/A,N/A,N/A
Uttara Knitwears Ltd.,"South Panisail, Zirani Bazar
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Trousers"
N/A,N/A,N/A
N/A,N/A,N/A
V & R Fashions Ltd.,"Plot-SA-434, RS-567, Engr. Asharaful Bari Mansion, Peyera Bagan
Gazipur
Gazipur","Jackets
											 ,Pants											,Trousers"
Vaajon Apparels Ltd.,"Plot # B25 - 28, BSCIC I/E
Gazipur
Konabari","T-Shirts
											 ,Polo Shirts											,Tank Top											,Sweat Shirts"
N/A,N/A,N/A
Valiant Fashion Wear Ltd.,"601, Strand Road,
Chittagong
Mazhirghat","Pants
											 ,Shorts											,Trousers"
Valiant Garments Ltd.,"572, Strand Road,
Chittagong
Mazhirghat","Pants
											 ,Shorts											,Trousers"
Valmont Fashions Ltd.,"928-923, Aziz Complex, Vogra, National University
Gazipur
Gazipur","Pants
											 ,Jackets											,Trouser											,Shorts"
Valmont Sweaters Ltd.,"Holding # 505,, North Khailkur
Gazipur
Gazipur",Sweaters
Van Happen Fashion Manufacturing Ltd.,"B/34/Ka, Khilkhet,
Dhaka
Cantonment","Shirts
											 ,Jeans											,T-Shirts"
Vancot Ltd.,"Plot # 18-20, Sector # 03, Karnafully
Chittagong
Chittagong","Dungaree
											 ,Denim & non Denim Jacket											,Pant											,Bermuda-Short"
Vanguard Designers Ltd.,"388/617, Colonel Jones Road, North, Kattali
Chittagong
Pahartali","Shirts
											 ,Pants"
Vanguard Dresses Ltd.,"Plot # A-5, Block - B, BSCIC, Sagarika Road
Chittagong
Sagarika Road",Shirts
Vanguard Fashion Ltd.,"56, Gosaildanga,
Chittagong
Double Mooring","Shirts
											 ,Pants"
Vanguard Garments Ltd.,"56, Gosaildanga,
Chittagong
Double Mooring","Shirts
											 ,Pants"
Vase Apparels Ltd.,"15, Senpara Parabata, Road # 1, Section # 6
Dhaka","Woven Shirts
											 ,Ladies Blouse/Shirts											,Night Wears"
N/A,N/A,N/A
Velox Fashions Ltd.,"Ware House (West Wing), Old Zone, EPZ
Dhaka
Savar","Shirts
											 ,Jackets											,T-Shirts											,Polo Shirts"
N/A,N/A,N/A
Venix Bangladesh Ltd.,"17, DIT Road (1st Floor), Malibagh Chowdhury
Dhaka
Dhaka","Shirts
											 ,Baby Dresses											,Pants"
Ventura (Bangladesh) Ltd.,"Plot # 65-69, Sector # 2, Karnafuly EPZ
Chittagong
North Patenga","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
N/A,N/A,N/A
Veronica Apparels,"Chairman Market (1st & 2nd Fl), Dhakhin Khan
Dhaka
Uttara","Jackets
											 ,Jogging Suits											,T-Shirts"
Versatile Apparel (Pvt.) Ltd.,"Haq Square, 75 Chalabon, Dakhin Khan
Dhaka
Uttara","T-Shirts
											 ,Polo Shirts											,Trousers"
Versatile Attire Ltd.,"Rajfulbaria,
Dhaka
Savar","Shirts
											 ,Ladies Shirts"
Versatile Textiles Ltd.,"89/2, Chaydana, Degerchala Road, National University
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Jacket											,Trouser"
Vertex Apparel Ltd.,"68/Y, Sagarika Road,
Chittagong
Pahartali","Jackets
											 ,Blouses											,Trousers											,Swimming Trunks"
Vertex Fashion Ltd.,"3,4,5D & 2B Commercial, Super Market-1, Darussalam Road, Section # 1
Dhaka
Mirpur","Shirts
											 ,Ladies Blouses											,Pants											,Kids Items"
Vertex Innovative Apparels Ltd.,"Forkan Tower, (3rd Floor), 360/A, Bitak Bazar
Chittagong
Pahartali","Shirts
											 ,Pants"
Vertex Sweater Ltd.,"Dag -1612, Chamurkhan, Uttarkhan
Dhaka
Uttara",Sweaters
Vertex Wear Ltd.,"Varari (Ground, 1st & 3rd Floor), Rajfulbaria, Tetuljhora
Dhaka
Savar","Shirts
											 ,Trousers											,Uniforms											,Pajama Sets"
Vestex Ltd.,"Daudpur,
Narayanganj
Rupganj","t-Shirts
											 ,Polo Shirts"
Vibgyor Fashion Ltd.,"New 129/B Mokarba Road, Nagar Khanpur
Narayanganj","Sweaters
											 ,Pullovers											,Cardigans											,Vest"
N/A,N/A,N/A
N/A,N/A,N/A
Victory Knittings (Pvt) Ltd.,"63/1, B.B. Road, Rajul Plot # 24
Narayanganj
B.B. Road","T-Shirts
											 ,Babies Wear											,Trousers											,Shorts"
N/A,N/A,N/A
Vintage Apparels Ltd.,"Plot # 11, Road # 1, Section # 7
Dhaka
Mirpur","Cardigans
											 ,Sweaters											,Pullovers											,V-Neck"
Vintage Denim Apparels Ltd.,"Boherarchala,
Gazipur
Sreepur","Shirts
											 ,Pants"
Vintage Denim Ltd.,"Gilarchala,
Gazipur
Sreepur",Denim Pants
Vintage Denim Studio Ltd.,"Plot # 90-99 & 120-128, Eshawardi, EPZ
Pabna
Paksey","Shirts
											 ,Jackets											,Pants"
Vintage Garments Ltd.,"29, Mirpur Road,
Dhaka
Dhaka","Trouser
											 ,Shirt											,Jacket											,Overall"
Vintage Textile Ltd.,"Plot # A, Block -B, 14, Fouzdarhat BSCIC I/E
Chittagong
Chittagong","T-Shirt
											 ,Ladies Long Pant											,Ladies Bike Short											,Ladies Lounge Long Pant"
Virgin Fashion Ltd.,"Chowdhury Mansion,, 26 Kutipara Road
Narayanganj
Tanbazar","T-Shirts
											 ,Polo Shirts"
N/A,N/A,N/A
Virtual Bottoms Ltd.,"Plot # 179, RS-1356, Jamgora, Ashulia
Dhaka
Dhaka","Pants
											 ,Bottoms"
Virtual Knit & Leisure Wear Ltd.,"Plot # S, A-7 & 8, Karamtola, Pubail
Gazipur
Gazipur",Socks
Virtual Knitwear Ltd.,"Plot # S.A.-7,8, R.S.-11,12,13, Karamtola, Pubail
Gazipur
Gazipur","T-Shirts
											 ,Polo Shirts											,Sweat Shirts											,Bottom"
Vision Apparels (Pvt.) Ltd.,"Plot # M-1/3 (3rd to 6th Floor), Section # 14
Dhaka
Mirpur","Shirts
											 ,Blouses											,Trousers											,Shorts"
Vision Composite Knit Ltd.,"B-47, Purbo Rajashan,
Dhaka
Savar","T-Shirts
											 ,Polo Shirts											,Tank Tops"
Vision Garments Ltd.,"B-47, Purbo Rajashan,
Dhaka
Savar","Shirts
											 ,Blouse											,Trousers											,Pants"
N/A,N/A,N/A
Visual Knitwears Ltd.,"Shafi Complex, 295 Jalalabad, Hathazari Road
Chittagong
Hathazari Road","Jackets
											 ,Trousers											,T-Shirts											,Polo Shirts"
Viyellatex Ltd.,"297, Khoirtoil, Gazipura
Gazipur
Tongi","T-Shirts
											 ,Polo Shirts											,Joggers											,Tank Top"
V-Knitwear & Composite Ltd.,"Mahana, Bhulta, Golakandail
Narayanganj
Narayangonj","T-Shirts
											 ,Polo Shirts"
V-Mark Fashion Wear (Pvt.) Ltd.,"3520/A, Kalurghat Road,
Chittagong
Chandgaon","Polo Shirts
											 ,Underwears											,Shorts											,Shirts"
Voyager Apparels Ltd.,"8, Malibagh Chowdhury Para,
Dhaka
Malibagh","Shirts
											 ,Blouses											,Infants Wears"
